,label,0,1,2,3,4
0,0,0.34488505,0.6389305,0.015518198,0.000555642,0.00011059138
1,1,0.22906095,0.7269897,0.04356762,0.00036252357,1.9311903e-05
2,0,0.75643456,0.2330604,0.009335131,0.00094483286,0.00022504575
3,0,0.7229572,0.2615753,0.013409058,0.0016224264,0.00043599703
4,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
5,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
6,0,0.74188834,0.24443395,0.012122307,0.0012735401,0.00028182424
7,0,0.74335647,0.24284647,0.0119121205,0.0015127615,0.0003721723
8,0,0.73581606,0.2510429,0.012156954,0.0008432243,0.0001408813
9,0,0.74892366,0.24015757,0.009761715,0.0009458694,0.00021109346
10,0,0.6814243,0.30458677,0.012735751,0.001040516,0.00021264057
11,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
12,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
13,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
14,0,0.6112266,0.3604079,0.025770592,0.0021677583,0.00042713995
15,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
16,0,0.7170052,0.27122656,0.011128857,0.0005573712,8.208714e-05
17,0,0.74046963,0.24780306,0.010507832,0.0010010325,0.00021842749
18,0,0.69038767,0.29493636,0.013361604,0.001099745,0.00021456598
19,0,0.33692068,0.33584383,0.17060317,0.10539018,0.05124209
20,0,0.7274578,0.26066014,0.010710604,0.0009655009,0.00020586402
21,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
22,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
23,0,0.6959646,0.28695264,0.015187244,0.0015444506,0.00035103926
24,0,0.73750454,0.24907242,0.011771506,0.0013298047,0.0003217041
25,0,0.6943493,0.28896967,0.015217073,0.0011974812,0.00026656245
26,0,0.43900374,0.48379356,0.07249755,0.0040769465,0.0006282
27,0,0.67089057,0.29241633,0.034079965,0.0022890437,0.00032406105
28,0,0.72356653,0.26236284,0.012541479,0.0012264844,0.00030256124
29,0,0.42921758,0.4906788,0.07415485,0.0046870485,0.0012616764
30,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
31,0,0.744358,0.24432483,0.010088422,0.0010030133,0.00022575389
32,0,0.60808754,0.35858276,0.03269854,0.00056545465,6.570204e-05
33,0,0.6973558,0.27436492,0.025994424,0.0020699026,0.00021496504
34,0,0.7376734,0.24297495,0.018256528,0.0010081697,8.6850385e-05
35,0,0.6507099,0.33354184,0.015359024,0.00035384772,3.534068e-05
36,0,0.6835841,0.29818505,0.016113287,0.0017116718,0.00040589154
37,0,0.704309,0.27244204,0.019598499,0.0028372782,0.000813218
38,0,0.71040964,0.26814812,0.01975768,0.0015375954,0.00014698888
39,0,0.7450834,0.24237081,0.0110813,0.0011879172,0.0002765601
40,0,0.7232155,0.26527426,0.010404028,0.00091307505,0.00019306631
41,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
42,0,0.10063287,0.7600653,0.13662985,0.0025687884,0.000103242564
43,0,0.7064601,0.27656847,0.015981453,0.0008418381,0.00014801451
44,0,0.62128377,0.35528412,0.021399476,0.0017061367,0.00032648136
45,1,0.4336974,0.54383224,0.02173292,0.0006216379,0.00011576377
46,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
47,0,0.6054476,0.37029943,0.022506075,0.0014966725,0.00025024972
48,0,0.7215785,0.26640964,0.010848215,0.000960023,0.0002036543
49,0,0.32095963,0.6110426,0.064604826,0.0029103155,0.0004826158
50,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
51,0,0.6425899,0.34221867,0.014804463,0.0003491281,3.774706e-05
52,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
53,0,0.5351749,0.4193361,0.043307874,0.0018848245,0.00029627606
54,0,0.7363797,0.25093105,0.011071227,0.0012960752,0.00032204838
55,1,0.2957685,0.6643585,0.039534993,0.0003187607,1.9222225e-05
56,0,0.66679054,0.31957817,0.013084384,0.00048196033,6.497548e-05
57,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
58,0,0.7127193,0.27174354,0.013692524,0.0014864604,0.00035816676
59,0,0.5773604,0.37918866,0.04140407,0.0018406941,0.0002061282
60,0,0.73351246,0.25210345,0.013336811,0.00090129266,0.00014593438
61,0,0.7286978,0.25497478,0.014177973,0.0017311523,0.00041816724
62,0,0.751548,0.23641352,0.011037925,0.000855103,0.00014553154
63,0,0.48065192,0.48445866,0.03310204,0.0015733214,0.00021413286
64,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
65,0,0.7489137,0.23898709,0.010681916,0.0011524494,0.0002648237
66,0,0.72855127,0.2571866,0.0127410805,0.0012557127,0.00026542868
67,0,0.70491225,0.27951893,0.014982478,0.00052444084,6.185334e-05
68,0,0.3898081,0.49294263,0.10636099,0.0094587905,0.0014295285
69,0,0.4603437,0.39458686,0.1324969,0.009813751,0.002758849
70,0,0.47621503,0.49411505,0.028758066,0.00082788436,8.384788e-05
71,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
72,0,0.74223596,0.23692435,0.018534064,0.0020278862,0.00027774132
73,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
74,0,0.67116845,0.29926652,0.026791885,0.0024655035,0.00030771655
75,0,0.6886026,0.28498328,0.023816558,0.0023147492,0.00028283364
76,0,0.71668136,0.26197875,0.020250546,0.0009883125,0.00010100871
77,0,0.7425284,0.24485427,0.011034731,0.0012522652,0.00033045805
78,0,0.73311925,0.2534753,0.012267114,0.00095680385,0.00018140704
79,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
80,0,0.7452442,0.24298877,0.0105158035,0.0010235314,0.00022771805
81,0,0.74925625,0.23992397,0.009688655,0.00092632347,0.00020476483
